0.0	0.0
-0.5	0.8660254037844386
0.5	-0.8660254037844386
0.5	0.8660254037844386
-0.5	-0.8660254037844386
-1.0	0.0
1.0	0.0
0.0	1.7320508075688772
0.0	-1.7320508075688772
-1.5	0.8660254037844386
1.5	-0.8660254037844386
-1.5	-0.8660254037844386
1.5	0.8660254037844386
-1.0	1.7320508075688772
1.0	-1.7320508075688772
1.0	1.7320508075688772
-1.0	-1.7320508075688772
-2.0	0.0
2.0	0.0
-0.5	2.598076211353316
0.5	-2.598076211353316
-2.0	1.7320508075688774
2.0	-1.7320508075688774
0.5	2.598076211353316
-0.5	-2.598076211353316
-2.5	0.8660254037844388
2.5	-0.8660254037844388
-2.0	-1.7320508075688774
2.0	1.7320508075688774
-2.5	-0.8660254037844388
2.5	0.8660254037844388
-1.5	2.598076211353316
1.5	-2.598076211353316
1.5	2.598076211353316
-1.5	-2.598076211353316
-3.0	0.0
3.0	0.0
0.0	3.4641016151377544
0.0	-3.4641016151377544
-3.0	1.7320508075688772
3.0	-1.7320508075688772
-3.0	-1.7320508075688772
3.0	1.7320508075688772
-1.0	3.4641016151377544
1.0	-3.4641016151377544
-2.5	2.598076211353316
2.5	-2.598076211353316
1.0	3.4641016151377544
-1.0	-3.4641016151377544
-3.5	0.8660254037844384
3.5	-0.8660254037844384
-2.5	-2.598076211353316
2.5	2.598076211353316
-3.5	-0.8660254037844384
3.5	0.8660254037844384
-2.0	3.4641016151377544
2.0	-3.4641016151377544
2.0	3.4641016151377544
-2.0	-3.4641016151377544
-4.0	0.0
4.0	0.0
-0.5	4.330127018922193
0.5	-4.330127018922193
0.5	4.330127018922193
-0.5	-4.330127018922193
-3.5	2.5980762113533156
3.5	-2.5980762113533156
-4.0	1.7320508075688767
4.0	-1.7320508075688767
-3.5	-2.5980762113533156
3.5	2.5980762113533156
-4.0	-1.7320508075688767
4.0	1.7320508075688767
-1.5	4.330127018922193
1.5	-4.330127018922193
-3.0	3.4641016151377544
3.0	-3.4641016151377544
1.5	4.330127018922193
-1.5	-4.330127018922193
-4.5	0.8660254037844384
4.5	-0.8660254037844384
-3.0	-3.4641016151377544
3.0	3.4641016151377544
-4.5	-0.8660254037844384
4.5	0.8660254037844384
-2.5	4.330127018922193
2.5	-4.330127018922193
2.5	4.330127018922193
-2.5	-4.330127018922193
-5.0	0.0
5.0	0.0
0.0	5.196152422706632
0.0	-5.196152422706632
-4.5	2.598076211353316
4.5	-2.598076211353316
-4.5	-2.598076211353316
4.5	2.598076211353316
-1.0	5.196152422706632
1.0	-5.196152422706632
-4.0	3.464101615137755
4.0	-3.464101615137755
1.0	5.196152422706632
-1.0	-5.196152422706632
-5.0	1.7320508075688776
5.0	-1.7320508075688776
-4.0	-3.464101615137755
4.0	3.464101615137755
-5.0	-1.7320508075688776
5.0	1.7320508075688776
-2.0	5.196152422706631
2.0	-5.196152422706631
2.0	5.196152422706631
-2.0	-5.196152422706631
-5.5	0.8660254037844393
5.5	-0.8660254037844393
-5.5	-0.8660254037844393
5.5	0.8660254037844393
-3.5	4.330127018922194
3.5	-4.330127018922194
-3.5	-4.330127018922194
3.5	4.330127018922194
-3.0	5.196152422706632
3.0	-5.196152422706632
3.0	5.196152422706632
-3.0	-5.196152422706632
-6.0	0.0
6.0	0.0
